danceability_delta,energy_delta,loudness_delta,speechiness_delta,acoutsicness_delta,liveness_delta,valence_delta,duration_delta,followers_delta,popularity,similar_genres,same_artist,artist,artist_gender,seed_artist,seed_artist_gender,same_gender,rec_rank,artist_male,artist_female
0.005,0.405,4.691,0.106,0.05526,0.0985,0.186,182.976,14885541,80,1,0,Eagles,M,AC/DC,M,1,13,1,0
0.081,0.327,9.123,0.087,0.0408,0.054,0.233,24.133,22135392,59,1,0,Foghat,F,AC/DC,M,0,14,0,1
0.301,0.506,5.712,0.0954,0.0159,0.04,0.354,-9.627,17772284,89,1,0,Queen,F,AC/DC,M,0,15,0,1
0.294,0.005,0.716,0.024,0.0283,0.024,0.163,61.68,19859182,68,1,0,Alice Cooper,M,AC/DC,M,1,16,1,0
0.241,0.475,9.729,0.0984,0.155,0.0773,0.129,35.373,21976639,72,1,0,Survivor,M,AC/DC,M,1,17,1,0
0.11,0.118,4.474,0.0404,0.0117,0.243,0.189,-6.133,11261557,83,1,0,The Rolling Stones,F,AC/DC,M,0,18,0,1
0.117,0.009,0.51,0.0583,0.060761,0.24,0.057,109.027,0,85,1,1,AC/DC,M,AC/DC,M,1,19,1,0
0.119,0.519,11.089,0.0902,0.0172,0.091,0.298,30.347,6137481,83,1,0,Pink Floyd,C,AC/DC,M,0,20,0,0
0.237,0.112,0.839,0.011,0.6466,0.2936,0.114,-28.587,2177110,48,1,0,The Sonics,M,The Clash,M,1,1,1,0
0.193,0.071,2.219,0.0873,0.08039524,0.252,0.401,63.546,1758157,64,1,0,The Cult,F,The Clash,M,0,2,0,1
0.419,0.077,6.73,0.063,0.080106,0.04,0.281,-56.467,33389,70,1,0,Ramones,M,The Clash,M,1,3,1,0
0.185,0.068,3.532,0.0817,0.0406,0.26,0.391,71.586,2532467,78,1,0,The Police,F,The Clash,M,0,4,0,1
0.504,0.038,7.487,0.0489,0.079915,0.243,0.528,-17.427,664000,67,1,0,Alice Cooper,M,The Clash,M,1,5,1,0
0.132,0.01,0.565,0.0724,0.07531,0.3056,0.069,-26.067,751162,76,1,0,The Smiths,C,The Clash,M,0,6,0,0
0.069,0.047,0.438,0.0484,0.07862,0.3087,0.098,-67.827,170883,72,1,0,Blur,C,The Clash,M,0,7,0,0
0.269,0.449,7.951,0.0855,0.5616,0.241,0.275,52.36,5683190,81,1,0,David Bowie,C,The Clash,M,0,8,0,0
0.205,0.184,4.82,0.064,0.0339,0.3106,0.035,-38.8,1477100,65,1,0,T. Rex,C,The Clash,M,0,9,0,0
0.153,0.015,5.289,0.0863,0.063,0.23,0.148,29.32,971821,66,1,0,Iggy Pop,C,The Clash,M,0,10,0,0
0.317,0.085,3.996,0.0631,0.079607,0.215,0.075,-62.534,33389,70,1,0,Ramones,C,The Clash,M,0,11,0,0
0.357,0.08,0.51,0.0419,0.0246,0.059,0.045,49.12,1838540,59,1,0,The Psychedelic Furs,F,The Clash,M,0,12,0,1
0.193,0.114,5.264,0.0877,0.1696,0.274,0.104,245.733,4271998,76,1,0,The Doors,F,The Clash,M,0,13,0,1
0.071,0.13,0.914,0.0381,0.0226,0.3245,0.162,8.946,2263178,42,0,0,Tom Robinson Band,F,The Clash,M,0,14,0,1
0.076,0.137,1.109,0.09,0.3396,0.183,0.165,125.186,1164737,76,1,0,R.E.M.,C,The Clash,M,0,15,0,0
0.323,0.129,4.479,0.0757,0.0177,0.3056,0.026,-19.067,33389,70,1,0,Ramones,F,The Clash,M,0,16,0,1
0.049,0.259,8.165,0.0852,0.0654,0.2987,0.025,86.746,1208310,72,1,0,Blondie,F,The Clash,M,0,17,0,1
0.042,0.033,0.321,0.0615,0.026,0.316,0.083,131.693,1481438,64,1,0,The B-52's,M,The Clash,M,1,18,1,0
0.281,0.0,0.699,0.0539,0.07523,0.204,0.149,-33.014,1361176,77,1,0,The Cure,C,The Clash,M,0,19,0,0
0.447,0.267,6.715,0.0379,0.0493,0.257,0.366,-12.614,2273752,37,0,0,Tenpole Tudor,M,The Clash,M,1,20,1,0
0.15,0.231,1.884,0.0298,0.3259528,0.003,0.07,52.907,482575,51,1,0,Generation X,M,Joan Jett & The Blackhearts,F,0,1,1,0
0.121,0.001,0.154,0.0152,0.3133,0.245,0.092,21.587,169836,60,0,0,Gretchen Wilson,F,Joan Jett & The Blackhearts,F,1,2,0,1
0.118,0.014,5.588,0.0001,0.3146,0.5836,0.007,45.227,11298577,79,1,0,Aerosmith,C,Joan Jett & The Blackhearts,F,0,3,0,0
0.157,0.005,2.473,0.0114,0.101,0.539,0.026,41.76,912840,71,1,0,Eurythmics,C,Joan Jett & The Blackhearts,F,0,4,0,0
0.077,0.168,0.625,0.0028,0.32084,0.5593,0.275,70.453,107189,69,0,0,Elle King,M,Joan Jett & The Blackhearts,F,0,5,1,0
0.156,0.096,2.747,0.0127,0.2827,0.36,0.216,45.454,1659861,71,1,0,Duran Duran,F,Joan Jett & The Blackhearts,F,1,6,0,1
0.097,0.006,7.387,0.0488,0.064,0.438,0.371,35.2,666556,65,1,0,Steppenwolf,M,Joan Jett & The Blackhearts,F,0,7,1,0
0.055,0.152,0.807,0.0049,0.2298,0.217,0.103,55.467,192476,67,0,0,The Pointer Sisters,F,Joan Jett & The Blackhearts,F,1,8,0,1
0.15,0.067,2.492,0.1899,0.325731,0.551,0.001,-40.706,1672381,70,1,0,Ramones,F,Joan Jett & The Blackhearts,F,1,9,0,1
0.245,0.153,2.23,0.0086,0.2516,0.5969,0.056,-14.04,148474,58,0,0,DEVO,M,Joan Jett & The Blackhearts,F,0,10,1,0
0.206,0.258,3.745,0.0919,0.325148,0.5686,0.667,-8.253,2596829,69,1,0,Motörhead,M,Joan Jett & The Blackhearts,F,0,11,1,0
0.053,0.222,2.23,0.1949,0.3003,0.476,0.291,-15.08,579752,46,0,0,Little Nell,M,Joan Jett & The Blackhearts,F,0,12,1,0
0.176,0.072,9.68,0.0394,0.3143,0.348,0.144,29.387,467310,65,1,0,The Bangles,F,Joan Jett & The Blackhearts,F,1,13,0,1
0.069,0.128,5.641,0.0381,0.041,0.6055,0.019,34.187,705197,66,1,0,Pat Benatar,F,Joan Jett & The Blackhearts,F,1,14,0,1
0.078,0.081,1.212,0.0066,0.2928,0.458,0.229,19.703,53196,64,0,0,Rick Springfield,C,Joan Jett & The Blackhearts,F,0,15,0,0
0.103,0.242,1.016,0.0388,0.31657,0.432,0.027,-0.813,704125,69,1,0,John Mellencamp,F,Joan Jett & The Blackhearts,F,1,16,0,1
0.106,0.085,6.489,0.0338,0.3259215,0.484,0.525,-6.733,5469190,75,1,0,Black Sabbath,M,Joan Jett & The Blackhearts,F,0,17,1,0
0.061,0.119,7.996,0.0013,0.2842,0.6,0.264,149.16,216711,58,0,0,Melissa Etheridge,M,Joan Jett & The Blackhearts,F,0,18,1,0
0.037,0.119,1.194,0.0114,0.155,0.5888,0.106,66.427,4052456,75,1,0,Van Halen,C,Joan Jett & The Blackhearts,F,0,19,0,0
0.114,0.037,7.49,0.0115,0.138,0.32,0.07,45.4,151001,65,1,0,Three Dog Night,M,Joan Jett & The Blackhearts,F,0,20,1,0
0.315,0.063,4.251,0.0698,0.07431,0.105,0.096,32.36,1477100,65,1,0,T. Rex,F,The Clash,M,0,1,0,1
0.098,0.027,0.345,0.0775,0.07119,0.278,0.146,7.693,2062032,59,1,0,Elvis Costello & The Attractions,C,The Clash,M,0,2,0,0
0.003,0.223,3.022,0.0304,0.07546,0.289,0.144,3.453,0,73,1,1,The Clash,C,The Clash,M,0,3,0,0
0.331,0.054,2.721,0.058,0.2276,0.3065,0.115,9.72,2198351,72,1,0,The Who,F,The Clash,M,0,4,0,1
0.275,0.011,6.388,0.0795,0.07881,0.241,0.159,21.346,33389,70,1,0,Ramones,F,The Clash,M,0,5,0,1
0.019,0.313,4.674,0.0,0.0059,0.3029,0.145,14.28,1361176,77,1,0,The Cure,F,The Clash,M,0,6,0,1
0.175,0.135,3.988,0.076,0.079787,0.214,0.182,42.653,1164737,76,1,0,R.E.M.,F,The Clash,M,0,7,0,1
0.301,0.452,8.17,0.0746,0.5586,0.3301,0.604,47.0,5683190,81,1,0,David Bowie,C,The Clash,M,0,8,0,0
0.166,0.028,0.575,0.077,0.0466,0.163,0.049,101.293,2532467,78,1,0,The Police,C,The Clash,M,0,9,0,0
0.301,0.042,0.083,0.033,0.07854,0.199,0.049,101.44,2188345,51,1,0,Generation X,F,The Clash,M,0,10,0,1
0.183,0.129,4.124,0.0751,0.0406,0.215,0.144,-39.2,33389,70,1,0,Ramones,M,The Clash,M,1,11,1,0
0.217,0.064,0.35,0.0615,0.07501,0.244,0.063,-25.747,0,73,1,1,The Clash,C,The Clash,M,0,12,0,0
0.315,0.142,2.26,0.0524,0.056,0.215,0.519,124.466,5683190,81,1,0,David Bowie,F,The Clash,M,0,13,0,1
0.049,0.259,8.165,0.0852,0.0654,0.2987,0.025,86.746,1208310,72,1,0,Blondie,C,The Clash,M,0,14,0,0
0.22,0.105,2.021,0.0783,0.0074,0.278,0.675,3.337,1775566,57,1,0,The Stooges,M,The Clash,M,1,15,1,0
0.306,0.028,1.869,0.0574,0.07645,0.3036,0.235,-27.414,1996967,52,1,0,The Damned,F,The Clash,M,0,16,0,1
0.339,0.247,4.666,0.0764,0.2836,0.188,0.691,119.706,2198351,72,1,0,The Who,F,The Clash,M,0,17,0,1
0.19,0.26,6.993,0.0856,0.1106,0.3475,0.363,109.346,391725,65,1,0,Cream,M,The Clash,M,1,18,1,0
0.062,0.057,2.02,0.0782,0.0803353,0.3214,0.131,55.733,607158,69,1,0,New Order,M,The Clash,M,1,19,1,0
0.426,0.049,1.697,0.028,0.0956,0.163,0.116,18.053,1630982,58,1,0,Dead Kennedys,M,The Clash,M,1,20,1,0
0.354,0.67,11.11,0.0299,0.075,0.028,0.329,-257.027,7213602,74,1,0,John Lennon,M,Led Zeppelin,M,1,1,1,0
0.34,0.289,1.082,0.0494,0.157,0.202,0.448,-151.454,11388959,64,1,0,Billy Squier,C,Led Zeppelin,M,0,2,0,0
0.268,0.204,2.117,0.0861,0.333,0.059,0.453,-28.325,7516782,71,1,0,Deep Purple,F,Led Zeppelin,M,0,3,0,1
0.027,0.227,1.54,0.0486,0.3802,0.0866,0.17,-109.267,9654650,73,1,0,Foreigner,C,Led Zeppelin,M,0,4,0,0
0.199,0.052,0.407,0.0652,0.46049,0.035,0.219,-167.374,7802630,77,1,0,Journey,C,Led Zeppelin,M,0,5,0,0
0.185,0.24,2.527,0.0823,0.46109,0.036,0.323,-100.794,10781163,67,1,0,Blue Öyster Cult,M,Led Zeppelin,M,1,6,1,0
0.004,0.534,4.987,0.071,0.3787,0.042,0.2793,233.464,11172944,60,1,0,King Crimson,F,Led Zeppelin,M,0,7,0,1
0.269,0.051,2.441,0.0405,0.4328,0.221,0.184,-98.64,8159813,75,1,0,Mötley Crüe,M,Led Zeppelin,M,1,8,1,0
0.525,0.189,0.584,0.0626,0.319,0.189,0.295,-166.334,11213365,63,1,0,Grand Funk Railroad,M,Led Zeppelin,M,1,9,1,0
0.017,0.077,2.171,0.0724,0.254,0.055,0.32,-87.614,11388959,64,1,0,Billy Squier,F,Led Zeppelin,M,0,10,0,1
0.134,0.225,1.964,0.0532,0.4358,0.157,0.179,-95.467,9812615,72,1,0,Tom Petty and the Heartbreakers,F,Led Zeppelin,M,0,11,0,1
0.171,0.178,1.449,0.0469,0.3758,0.1039,0.228,-166.867,10164883,71,1,0,Rush,M,Led Zeppelin,M,1,12,1,0
0.178,0.106,1.121,0.0819,0.4044,0.108,0.59,-227.467,7048718,81,1,0,Creedence Clearwater Revival,M,Led Zeppelin,M,1,13,1,0
0.115,0.174,2.709,0.0679,0.229,0.034,0.416,-102.347,10996849,67,1,0,Thin Lizzy,F,Led Zeppelin,M,0,14,0,1
0.343,0.066,1.683,0.0773,0.4497,0.172,0.376,-116.867,10610297,73,1,0,Billy Idol,M,Led Zeppelin,M,1,15,1,0
0.255,0.348,2.579,0.0872,0.254,0.056,0.328,-189.0,10725927,68,1,0,Allman Brothers Band,C,Led Zeppelin,M,0,16,0,0
0.344,0.194,4.833,0.0543,0.173,0.018,0.462,-181.894,11801423,52,1,0,The Edgar Winter Group,M,Led Zeppelin,M,1,17,1,0
0.382,0.189,1.063,0.014,0.341,0.1172,0.39,-122.134,9809349,73,0,0,Beastie Boys,M,Led Zeppelin,M,1,18,1,0
0.062,0.551,5.871,0.0816,0.4446,0.0932,0.2712,165.933,11172944,60,1,0,King Crimson,C,Led Zeppelin,M,0,19,0,0
0.271,0.021,1.831,0.0864,0.462641,0.0839,0.094,-111.04,8489458,73,1,0,ZZ Top,F,Led Zeppelin,M,0,20,0,1
0.026,0.339,6.411,0.0008,0.00835,0.0563,0.533,-22.813,5544569,67,1,0,Interpol,F,Radiohead,M,0,1,0,1
0.137,0.466,5.869,0.0035,0.009248,0.065,0.365,20.133,273769,79,1,0,Oasis,M,Radiohead,M,1,2,1,0
0.14,0.228,2.816,0.0055,0.0114,0.229,0.035,60.44,5952696,63,1,0,Garbage,M,Radiohead,M,1,3,1,0
0.092,0.136,1.901,0.0392,0.7683,0.023,0.088,65.333,5357208,64,0,0,Portishead,M,Radiohead,M,1,4,1,0
0.181,0.198,1.528,0.0098,0.00868,0.143,0.597,-17.107,3894145,76,1,0,The Smiths,F,Radiohead,M,0,5,0,1
0.078,0.319,4.265,0.0103,0.0016,0.185,0.545,70.413,2669072,79,1,0,The Strokes,F,Radiohead,M,0,6,0,1
0.189,0.206,3.906,0.012,0.0247,0.221,0.786,-44.687,6131252,66,1,0,The Cardigans,F,Radiohead,M,0,7,0,1
0.022,0.245,1.603,0.0063,0.0129,0.226,0.28,-40.067,6212697,65,1,0,Pulp,F,Radiohead,M,0,8,0,1
0.332,0.028,0.284,0.0087,0.8663,0.226,0.0379,38.413,1526486,82,0,0,Gorillaz,C,Radiohead,M,0,9,0,0
0.134,0.096,1.425,0.0101,0.1923,0.282,0.067,-5.013,6406922,61,1,0,John Frusciante,M,Radiohead,M,1,10,1,0
0.04,0.415,3.737,0.0053,0.0039,0.18,0.65,-27.72,6046675,64,1,0,Morrissey,F,Radiohead,M,0,11,0,1
0.368,0.352,4.542,0.0005,0.0096863,0.24,0.078,37.893,273769,79,1,0,Oasis,C,Radiohead,M,0,12,0,0
0.212,0.301,5.134,0.0071,0.8803,0.006,0.051,-119.707,6538004,62,1,0,Fugazi,C,Radiohead,M,0,13,0,0
0.129,0.482,3.608,0.0064,0.00059,0.32,0.436,-35.787,3099343,75,1,0,The Smashing Pumpkins,F,Radiohead,M,0,14,0,1
0.024,0.091,2.475,0.0073,0.00545,0.238,0.575,-55.2,2669072,79,1,0,The Strokes,F,Radiohead,M,0,15,0,1
0.094,0.329,5.073,0.0096,0.0183,0.054,0.67,-22.88,3894145,76,1,0,The Smiths,M,Radiohead,M,1,16,1,0
0.075,0.058,2.435,0.0054,0.00865,0.187,0.202,-27.733,4786112,73,1,0,Pixies,C,Radiohead,M,0,17,0,0
0.114,0.298,5.634,0.0017,0.9283,0.029,0.0659,44.824,0,82,1,1,Radiohead,F,Radiohead,M,0,18,0,1
0.082,0.295,2.639,0.0128,0.1103,0.096,0.272,22.72,5088529,69,1,0,The Verve,M,Radiohead,M,1,19,1,0
0.187,0.474,4.872,0.0083,0.0096577,0.019,0.414,-48.067,5316286,72,1,0,Placebo,C,Radiohead,M,0,20,0,0
0.075,0.005,0.554,0.002,0.76137,0.02,0.03,-53.932,5014,50,0,0,Maaya Sakamoto,M,Mamoru Miyano,M,1,1,1,0
0.13,0.17,0.775,0.1139,0.6944,0.231,0.26,25.161,0,46,1,1,Mamoru Miyano,C,Mamoru Miyano,M,0,2,0,0
0.018,0.118,2.893,0.0061,0.76217,0.224,0.094,16.654,439952,58,1,0,CHiCO with HoneyWorks,M,Mamoru Miyano,M,1,3,1,0
0.042,0.058,0.175,0.0028,0.64,0.204,0.202,16.667,518929,57,0,0,EGOIST,M,Mamoru Miyano,M,1,4,1,0
0.105,0.109,0.45,0.033,0.7433,0.184,0.127,-33.386,57302,41,1,0,内田雄馬,M,Mamoru Miyano,M,1,5,1,0
0.143,0.181,2.395,0.1079,0.766558,0.027,0.169,25.64,119218,51,0,0,Nana Mizuki,C,Mamoru Miyano,M,0,6,0,0
0.041,0.097,0.153,0.1189,0.7494,0.007,0.129,-11.692,60878,48,0,0,STEREO DIVE FOUNDATION,C,Mamoru Miyano,M,0,7,0,0
0.147,0.023,2.982,0.0515,0.7515,0.207,0.18,-154.236,73808,41,1,0,畠中 祐,F,Mamoru Miyano,M,0,8,0,1
0.071,0.087,1.055,0.0279,0.63,0.054,0.184,-34.719,518929,57,0,0,EGOIST,M,Mamoru Miyano,M,1,9,1,0
0.076,0.132,0.723,0.0579,0.577,0.179,0.358,-33.946,82420,37,1,0,アン・フォークナー,C,Mamoru Miyano,M,0,10,0,0
0.058,0.163,1.205,0.0104,0.766048,0.178,0.052,22.388,38355,43,1,0,Hypnosis Mic -D.R.B.- (Buster Bros!!!),F,Mamoru Miyano,M,0,11,0,1
0.071,0.112,1.031,0.015,0.663,0.095,0.12,43.651,0,46,1,1,Mamoru Miyano,C,Mamoru Miyano,M,0,12,0,0
0.043,0.019,1.389,0.0145,0.7537,0.042,0.393,-45.946,7850,51,0,0,ラックライフ,M,Mamoru Miyano,M,1,13,1,0
0.036,0.068,1.963,0.0063,0.766165,0.047,0.079,-107.852,173133,47,0,0,Soraru,M,Mamoru Miyano,M,1,14,1,0
0.137,0.139,2.153,0.0397,0.7193,0.2739,0.298,38.041,64927,54,0,0,Konomi Suzuki,F,Mamoru Miyano,M,0,15,0,1
0.199,0.158,2.619,0.0301,0.76,0.054,0.012,-1.732,72179,45,0,0,SCREEN mode,F,Mamoru Miyano,M,0,16,0,1
0.017,0.11,0.925,0.1369,0.7207,0.032,0.069,-4.172,1292,54,0,0,Omoinotake,F,Mamoru Miyano,M,0,17,0,1
0.136,0.083,0.282,0.0032,0.447,0.2667,0.2,5.348,76402,31,1,0,アオペラ -aoppella!?-,M,Mamoru Miyano,M,1,18,1,0
0.057,0.246,2.584,0.0118,0.042,0.211,0.033,12.096,57302,41,1,0,内田雄馬,M,Mamoru Miyano,M,1,19,1,0
0.131,0.073,1.48,0.0156,0.76297,0.2324,0.106,9.134,28000,53,0,0,Centimillimental,F,Mamoru Miyano,M,0,20,0,1
0.18,0.08,1.449,0.0135,0.0007,0.062,0.1,38.44,6407719,80,1,0,Billy Joel,F,Bon Jovi,M,0,1,0,1
0.089,0.054,8.227,0.0019,0.4612,0.324,0.168,-33.133,9969390,65,1,0,Status Quo,M,Bon Jovi,M,1,2,1,0
0.078,0.023,4.009,0.0113,0.0088,0.178,0.166,105.227,13379088,82,1,0,Guns N' Roses,M,Bon Jovi,M,1,3,1,0
0.032,0.113,5.667,0.0033,0.0643,0.2079,0.138,28.184,1012256,81,1,0,U2,M,Bon Jovi,M,1,4,1,0
0.032,0.139,5.315,0.0028,0.0492,0.153,0.281,1.694,6397014,76,1,0,Journey,M,Bon Jovi,M,1,5,1,0
0.016,0.066,0.276,0.0133,0.077636,0.135,0.102,-32.706,0,81,1,1,Bon Jovi,F,Bon Jovi,M,0,6,0,1
0.159,0.051,0.156,0.0662,0.0661,0.139,0.404,1.107,10315862,60,0,0,Jimmy Barnes,M,Bon Jovi,M,1,7,1,0
0.087,0.031,0.083,0.0008,0.077598,0.073,0.309,59.04,1281393,79,1,0,Aerosmith,M,Bon Jovi,M,1,8,1,0
0.134,0.032,1.294,0.004,0.1012,0.1953,0.008,19.134,7146677,76,1,0,R.E.M.,M,Bon Jovi,M,1,9,1,0
0.047,0.379,5.727,0.0065,0.07206,0.2365,0.186,142.083,2673773,79,1,0,Eagles,F,Bon Jovi,M,0,10,0,1
0.04,0.052,2.462,0.0018,0.0932,0.2238,0.0,-7.693,5964728,75,1,0,Van Halen,C,Bon Jovi,M,0,11,0,0
0.026,0.168,1.356,0.0068,0.0411,0.179,0.424,-40.693,9958085,65,0,0,The Calling,F,Bon Jovi,M,0,12,0,1
0.004,0.041,2.735,0.0254,0.0624,0.094,0.406,-0.893,1012256,81,1,0,U2,C,Bon Jovi,M,0,13,0,0
0.291,0.056,0.544,0.0399,0.0474,0.296,0.256,-102.226,8059137,78,0,0,Bryan Adams,M,Bon Jovi,M,1,14,1,0
0.283,0.056,1.431,0.0334,0.0492,0.132,0.337,-15.786,3358182,76,1,0,Iron Maiden,F,Bon Jovi,M,0,15,0,1
0.264,0.428,3.183,0.0011,0.3002,0.176,0.62,-70.093,29984052,88,1,0,Queen,C,Bon Jovi,M,0,16,0,0
0.046,0.004,0.444,0.0215,0.0645,0.2016,0.356,-39.213,0,81,1,1,Bon Jovi,M,Bon Jovi,M,1,17,1,0
0.113,0.215,2.596,0.0585,0.5452,0.118,0.491,67.174,9759287,69,0,0,Meat Loaf,F,Bon Jovi,M,0,18,0,1
0.103,0.293,2.494,0.0058,0.0782,0.194,0.559,15.707,8201063,74,0,0,Robbie Williams,C,Bon Jovi,M,0,19,0,0
0.052,0.0,1.153,0.0016,0.0692,0.036,0.105,-17.16,8267898,68,1,0,Whitesnake,F,Bon Jovi,M,0,20,0,1
0.083,0.146,2.708,0.0089,0.241,0.227,0.126,-21.747,1276825,72,1,0,Chicago,F,Journey,M,0,1,0,1
0.035,0.191,1.279,0.0131,0.0886,0.266,0.291,-19.907,3069335,67,1,0,Cheap Trick,M,Journey,M,1,2,1,0
0.075,0.067,0.468,0.0047,0.1041,0.3927,0.419,28.346,3268333,64,1,0,38 Special,F,Journey,M,0,3,0,1
0.065,0.183,4.017,0.0362,0.0852,0.3624,0.127,14.946,6397014,82,1,0,Bon Jovi,M,Journey,M,1,4,1,0
0.159,0.034,0.739,0.0042,0.271,0.273,0.357,-2.787,3367857,72,1,0,Survivor,F,Journey,M,0,5,0,1
0.068,0.21,5.063,0.0456,0.11757,0.22,0.36,-76.627,2916045,70,1,0,John Mellencamp,M,Journey,M,1,6,1,0
0.128,0.127,0.102,0.0011,0.0919,0.14,0.08,-12.694,4177373,45,0,0,Stan Bush,F,Journey,M,0,7,0,1
0.168,0.038,2.267,0.0001,0.024,0.287,0.219,-18.174,3181710,68,0,0,Alabama,M,Journey,M,1,8,1,0
0.103,0.541,4.083,0.0032,0.574,0.331,0.246,-23.387,2270969,74,1,0,Cyndi Lauper,M,Journey,M,1,9,1,0
0.077,0.059,0.209,0.0086,0.12467,0.3715,0.377,-45.987,4043437,54,1,0,The Georgia Satellites,M,Journey,M,1,10,1,0
0.137,0.415,0.531,0.0101,0.054,0.3,0.074,-33.08,10705,81,1,0,Billy Joel,C,Journey,M,0,11,0,0
0.079,0.094,3.349,0.019,0.006,0.3797,0.102,-34.52,3744711,68,1,0,The Outfield,F,Journey,M,0,12,0,1
0.055,0.042,0.731,0.0098,0.107,0.242,0.254,15.733,3194219,67,1,0,Thin Lizzy,M,Journey,M,1,13,1,0
0.055,0.225,5.268,0.0013,0.079,0.3617,0.291,65.72,6397014,82,1,0,Bon Jovi,C,Journey,M,0,14,0,0
0.012,0.123,0.375,0.0418,0.12228,0.229,0.004,14.573,0,77,1,1,Journey,M,Journey,M,1,15,1,0
0.062,0.139,2.009,0.0092,0.1006,0.277,0.002,-50.774,1852020,73,1,0,Foreigner,F,Journey,M,0,16,0,1
0.171,0.375,8.992,0.004,0.13,0.3989,0.218,44.906,1983855,76,1,0,TOTO,M,Journey,M,1,17,1,0
0.091,0.172,3.633,0.0837,0.11981,0.3647,0.144,39.973,2805659,64,1,0,Quiet Riot,F,Journey,M,0,18,0,1
0.106,0.054,0.271,0.01,0.0615,0.141,0.195,-2.747,4088619,49,1,0,Glass Tiger,M,Journey,M,1,19,1,0
0.123,0.067,1.033,0.0065,0.12612,0.3966,0.229,34.146,2097569,71,1,0,Boston,M,Journey,M,1,20,1,0
0.059,0.07,0.442,0.0481,0.0498,0.001,0.618,-64.275,7531541,77,1,0,Danna Paola,C,Becky G,F,0,1,0,0
0.138,0.1,4.769,0.0427,0.046,0.308,0.419,-33.781,9498395,69,1,0,Ivy Queen,M,Becky G,F,0,2,1,0
0.017,0.178,1.174,0.0204,0.0692,0.0611,0.213,-80.968,10007882,85,1,0,Feid,F,Becky G,F,1,3,0,1
0.055,0.071,0.485,0.0241,0.0482,0.037,0.114,-56.528,6103752,80,1,0,Carlos Vives,M,Becky G,F,0,4,1,0
0.091,0.113,1.811,0.0512,0.1876,0.008,0.315,-40.627,9627190,67,1,0,Mario Bautista,C,Becky G,F,0,5,0,0
0.145,0.145,1.142,0.0397,0.0826,0.099,0.15,50.017,9463383,88,1,0,Lenny Tavárez,M,Becky G,F,0,6,1,0
0.178,0.24,0.043,0.025,0.3406,0.0486,0.147,5.505,15348614,93,1,0,Daddy Yankee,M,Becky G,F,0,7,1,0
0.39,0.027,2.086,0.0637,0.2266,0.009,0.633,-66.239,7379728,83,1,0,Danny Ocean,F,Becky G,F,1,8,0,1
0.286,0.0,1.461,0.0165,0.0216,0.021,0.218,-55.087,4153720,83,1,0,Reik,C,Becky G,F,0,9,0,0
0.378,0.17,2.461,0.0697,0.0246,0.177,0.229,-83.701,1013268,80,1,0,Luis Fonsi,M,Becky G,F,0,10,1,0
0.437,0.104,0.857,0.0188,0.5616,0.0615,0.368,-20.195,7796692,75,1,0,Gloria Trevi,F,Becky G,F,1,11,0,1
0.246,0.042,1.525,0.043,0.0196,0.0406,0.356,-26.728,7471069,87,1,0,Sebastian Yatra,M,Becky G,F,0,12,1,0
0.125,0.18,4.004,0.0297,0.0711,0.768,0.085,-50.808,6103752,80,1,0,Carlos Vives,F,Becky G,F,1,13,0,1
0.171,0.104,0.116,0.0155,0.0576,0.229,0.182,-25.261,7531541,77,1,0,Danna Paola,C,Becky G,F,0,14,0,0
0.03,0.11,0.684,0.1167,0.2596,0.0423,0.376,-0.915,12134910,90,1,0,KAROL G,C,Becky G,F,0,15,0,0
0.04,0.093,3.722,0.1357,0.0446,0.062,0.113,-47.608,10808972,59,0,0,Denise Rosenthal,F,Becky G,F,1,16,0,1
0.095,0.364,8.815,0.0657,0.6216,0.058,0.375,-155.096,8771931,72,1,0,Mike Bahía,F,Becky G,F,1,17,0,1
0.186,0.191,1.175,0.0647,0.1336,0.035,0.227,-29.035,7796692,75,1,0,Gloria Trevi,C,Becky G,F,0,18,0,0
0.513,0.085,3.537,0.0428,0.3086,0.0525,0.748,9.272,10478968,68,1,0,Moderatto,M,Becky G,F,0,19,1,0
0.088,0.066,1.904,0.0113,0.0586,0.0613,0.093,-53.075,1013268,80,1,0,Luis Fonsi,F,Becky G,F,1,20,0,1
0.007,0.003,3.299,0.041,0.0228,0.0301,0.374,86.25,127899,61,0,0,Kiddtetoon,F,Cris Mj,M,0,1,0,1
0.033,0.189,2.189,0.084,0.2626,0.2306,0.066,310.464,200909,73,0,0,KEVVO,C,Cris Mj,M,0,2,0,0
0.261,0.266,0.289,0.184,0.0726,0.0262,0.123,-13.895,3140842,78,0,0,Jowell & Randy,F,Cris Mj,M,0,3,0,1
0.115,0.086,0.676,0.221,0.7186,0.0318,0.002,1.242,536473,77,0,0,Pablo Chill-E,C,Cris Mj,M,0,4,0,0
0.061,0.164,1.158,0.0151,0.0069,0.0556,0.109,91.45,53031,66,0,0,Omega,M,Cris Mj,M,1,5,1,0
0.07,0.286,1.296,0.0203,0.0376,0.0316,0.13,26.25,305813,81,0,0,Marcianeke,M,Cris Mj,M,1,6,1,0
0.158,0.268,3.87,0.0239,0.08536,0.4026,0.273,79.341,793215,59,0,0,Jadiel,M,Cris Mj,M,1,7,1,0
0.179,0.123,1.401,0.005,0.0376,0.0202,0.317,57.08,75409,74,0,0,Young Cister,F,Cris Mj,M,0,8,0,1
